attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,engagement_score,discipline_score,wellness_score,consistency_score,study_efficiency,attendance_band,high_engagement,target
87.63,2.62,73.61,79.1,66.12,4.25,22,71.82,Bachelor,Yes,Medium,Yes,81.62549999999999,76.904,42.5,72.94333333333333,20.334254143646408,Excellent,1,B
80.38,4.22,68.36,80.74,44.31,6.58,18,44.53,Master,Yes,Low,No,66.2655,75.788,65.8,64.47,13.095785440613028,Good,0,B
97.56,0.89,47.38,76.69,52.75,7.73,16,56.85,Bachelor,Yes,High,Yes,72.35849999999999,64.966,77.30000000000001,58.94,25.06878306878307,Excellent,0,C
73.07,3.74,41.53,87.08,62.56,5.22,29,72.02,Bachelor,Yes,Medium,No,87.0795,68.86,52.199999999999996,63.723333333333336,8.761603375527425,Good,1,B
94.28,0.5,67.17,71.95,97.11,7.77,40,84.56,High School,Yes,High,No,114.138,70.03800000000001,77.69999999999999,78.74333333333334,44.78,Excellent,1,B
72.23,3.37,61.13,88.54,35.4,9.85,31,38.3,Bachelor,Yes,Low,Yes,81.3555,77.57600000000001,98.5,61.690000000000005,13.988558352402746,Good,1,B
64.78,5.53,55.16,66.49,67.8,8.44,20,92.52,High School,No,High,No,75.803,61.958,84.39999999999999,63.15,8.447166921898928,Average,0,B
62.91,2.5,76.78,87.01,79.96,4.86,36,48.81,Bachelor,Yes,High,No,88.221,82.918,48.6,81.25,21.937142857142856,Average,1,B
62.03,5.1,64.46,64.42,35.67,7.57,16,18.4,Bachelor,Yes,Medium,No,50.3105,64.436,75.7,54.85,10.567213114754098,Average,0,B
87.89,0.5,83.35,85.26,47.28,7.45,4,59.61,High School,Yes,High,Yes,51.664,84.496,74.5,71.96333333333334,55.56666666666666,Excellent,0,C
66.86,2.38,75.64,70.15,69.08,7.39,15,21.4,Bachelor,Yes,Low,No,51.251,72.346,73.89999999999999,71.62333333333333,22.378698224852073,Average,0,C
62.5,1.3,37.22,80.74,94.33,8.95,41,90.86,Master,Yes,Medium,No,106.09,63.331999999999994,89.5,70.76333333333334,16.182608695652174,Average,1,C
88.71,6.93,32.14,51.73,66.08,6.31,16,54.71,Bachelor,Yes,High,No,68.726,43.894,63.099999999999994,49.98333333333333,4.0529634300126105,Excellent,0,A
82.92,2.77,79.89,95.61,54.34,5.84,15,72.01,Bachelor,Yes,Medium,Yes,69.5245,89.322,58.4,76.61333333333333,21.190981432360743,Good,0,C
92.44,2.33,85.31,97.44,54.07,6.46,35,61.76,PhD,Yes,Medium,Yes,100.294,92.588,64.6,78.94,25.61861861861862,Excellent,1,B
85.69,3.04,75.72,64.63,76.56,6.91,11,72.6,Master,No,Medium,Yes,64.6415,69.066,69.1,72.30333333333333,18.74257425742574,Excellent,0,C
66.7,3.51,49.84,32.95,55.96,5.01,20,50.43,High School,Yes,Medium,No,65.9525,39.706,50.099999999999994,46.25,11.050997782705101,Average,0,C
79.14,2.83,90.89,64.46,77.49,7.71,18,53.28,Bachelor,Yes,Low,Yes,68.019,75.032,77.1,77.61333333333333,23.73107049608355,Good,0,B
79.88,1.36,74.62,25.46,77.72,6.68,28,60.83,High School,Yes,Medium,No,85.1655,45.124,66.8,59.26666666666667,31.61864406779661,Good,1,C
64.21,5.93,83.51,65.29,77.25,6.64,5,61.69,Bachelor,Yes,Medium,Yes,45.396,72.578,66.39999999999999,75.35000000000001,12.050505050505052,Average,0,B
61.43,5.46,77.54,71.7,72.49,9.25,30,48.6,Bachelor,Yes,Medium,No,78.6505,74.036,92.5,73.91000000000001,12.003095975232199,Average,0,A
67.79,4.1,57.58,65.92,67.27,4.37,31,60.71,Bachelor,Yes,Low,No,85.404,62.584,43.7,63.589999999999996,11.290196078431373,Average,1,B
100.0,4.0,66.11,72.67,57.72,7.22,33,37.19,Bachelor,Yes,Medium,Yes,93.7975,70.04599999999999,72.2,65.5,13.222,Excellent,1,B
71.81,3.89,61.39,40.69,100.0,5.6,21,42.61,High School,Yes,Low,Yes,67.286,48.97,56.0,67.36,12.554192229038854,Good,0,B
96.49,2.68,100.0,57.92,38.02,7.09,32,65.81,High School,Yes,Medium,Yes,98.22399999999999,74.75200000000001,70.9,65.31333333333335,27.173913043478258,Excellent,1,B
70.97,2.48,71.5,63.15,66.83,6.3,13,67.69,Bachelor,Yes,Medium,Yes,61.262,66.49000000000001,63.0,67.16000000000001,20.54597701149425,Good,0,C
91.33,6.37,75.16,84.84,83.82,6.46,22,56.92,Bachelor,Yes,Medium,Yes,79.1955,80.968,64.6,81.27333333333333,10.19810040705563,Excellent,0,A
91.54,4.63,65.56,78.94,85.87,5.62,16,74.99,Master,No,Medium,Yes,74.7865,73.588,56.2,76.79,11.644760213143872,Excellent,0,B
92.29,1.11,42.37,88.35,100.0,6.97,17,78.14,High School,Yes,Medium,Yes,77.3365,69.958,69.7,76.90666666666667,20.080568720379144,Excellent,0,C
83.82,2.69,48.64,77.67,100.0,7.94,22,70.53,Bachelor,Yes,Low,Yes,79.9695,66.05799999999999,79.4,75.43666666666667,13.181571815718158,Good,0,B
98.66,4.38,64.03,57.79,23.11,7.24,23,63.66,Bachelor,Yes,Medium,Yes,84.946,60.286,72.4,48.31,11.901486988847584,Excellent,1,B
83.68,4.16,32.69,64.68,65.71,5.98,15,34.27,High School,Yes,High,Yes,60.3555,51.884,59.800000000000004,54.35999999999999,6.335271317829457,Good,0,B
100.0,4.45,54.18,58.58,54.2,6.89,16,87.72,Master,Yes,High,Yes,80.93,56.81999999999999,68.89999999999999,55.65333333333333,9.941284403669725,Excellent,1,B
53.7,0.83,69.23,66.83,51.39,6.47,27,20.56,High School,Yes,Medium,Yes,64.435,67.79,64.7,62.48333333333333,37.830601092896174,Average,0,D
83.22,4.08,61.06,38.83,36.95,6.03,23,72.45,Bachelor,Yes,Medium,Yes,81.73949999999999,47.722,60.300000000000004,45.61333333333334,12.01968503937008,Good,1,C
82.25,5.51,71.89,62.59,46.67,7.98,15,39.1,High School,Yes,Low,Yes,61.0625,66.31,79.80000000000001,60.38333333333335,11.043010752688172,Good,0,B
63.95,0.79,78.23,68.44,63.74,6.44,27,100.0,PhD,Yes,Medium,Yes,87.8825,72.356,64.4,70.13666666666667,43.70391061452514,Average,1,C
86.69,6.63,43.7,80.73,60.5,9.9,9,98.39,High School,Yes,High,No,68.439,65.918,99.0,61.64333333333334,5.727391874180865,Excellent,0,A
55.65,4.09,66.81,68.17,71.26,6.85,27,64.4,High School,Yes,Medium,No,76.0775,67.626,68.5,68.74666666666667,13.12573673870334,Average,0,B
68.19,3.7,57.78,84.11,70.23,6.6,22,78.89,Master,Yes,Medium,No,76.589,73.578,66.0,70.70666666666666,12.293617021276596,Average,0,B
48.01,1.79,49.95,87.38,95.86,5.03,11,59.42,High School,No,High,Yes,48.158500000000004,72.408,50.300000000000004,77.73,17.903225806451612,Poor,0,D
100.0,2.35,53.45,79.12,31.61,8.04,37,62.26,High School,Yes,Low,Yes,106.065,68.852,80.39999999999999,54.72666666666667,15.955223880597016,Excellent,1,B
74.53,2.82,73.97,62.62,66.04,6.79,28,40.73,Master,Yes,Medium,Yes,78.268,67.16,67.9,67.54333333333334,19.36387434554974,Good,0,B
100.0,0.93,38.51,72.88,37.68,8.46,29,81.62,Bachelor,Yes,Low,Yes,98.905,59.13199999999999,84.60000000000001,49.69,19.953367875647665,Excellent,1,C
90.04,2.93,49.96,65.16,61.86,7.64,16,46.31,Master,Yes,Low,No,67.0915,59.08,76.39999999999999,58.99333333333334,12.712468193384224,Excellent,0,C
84.72,1.89,58.03,94.24,32.71,4.81,44,57.09,High School,Yes,Medium,No,109.9245,79.756,48.099999999999994,61.66,20.07958477508651,Good,1,C
69.21,4.73,75.12,70.5,9.24,7.06,23,76.91,High School,Yes,Medium,No,77.951,72.348,70.6,51.620000000000005,13.109947643979057,Average,0,C
62.3,0.5,55.05,66.47,90.75,6.36,34,61.82,Master,No,Medium,Yes,88.25999999999999,61.902,63.6,70.75666666666666,36.699999999999996,Average,1,C
85.84,3.06,50.74,88.16,53.55,7.75,37,14.18,Master,Yes,Medium,Yes,89.089,73.192,77.5,64.14999999999999,12.497536945812806,Excellent,1,B
76.93,1.76,57.73,57.19,88.88,8.24,39,39.09,Bachelor,Yes,Low,No,95.19800000000001,57.406,82.4,67.93333333333332,20.916666666666668,Good,1,B
57.91,3.5,90.45,99.74,70.4,6.7,43,70.28,High School,Yes,Medium,No,102.3385,96.024,67.0,86.86333333333334,20.1,Average,1,B
55.25,7.74,99.69,85.41,73.39,6.58,19,100.0,Bachelor,No,Medium,No,72.8375,91.122,65.8,86.16333333333334,11.406178489702517,Average,0,A
63.62,6.51,68.56,72.61,66.25,6.6,5,50.01,Master,Yes,Low,Yes,42.2695,70.99,66.0,69.14,9.129161118508655,Average,0,A
100.0,2.61,19.37,62.63,80.09,5.14,32,58.94,Bachelor,Yes,Medium,Yes,97.735,45.32600000000001,51.4,54.03,5.365650969529086,Excellent,1,C
100.0,3.17,80.61,68.67,60.87,6.36,34,96.09,High School,Yes,Medium,Yes,110.02250000000001,73.446,63.6,70.05,19.33093525179856,Excellent,1,B
81.07,1.99,45.72,64.5,78.79,6.34,32,68.27,Master,Yes,Low,Yes,93.442,56.988,63.4,63.00333333333333,15.29096989966555,Good,1,C
80.23,3.23,72.62,87.86,77.08,8.32,34,69.09,Bachelor,Yes,Medium,No,96.35300000000001,81.76400000000001,83.2,79.18666666666667,17.167848699763592,Good,1,B
72.96,4.83,39.6,53.96,76.51,6.31,3,51.61,Master,Yes,Low,Yes,42.9385,48.216,63.099999999999994,56.69,6.7924528301886795,Good,0,C
63.98,1.14,44.57,77.29,81.62,6.67,16,70.11,High School,Yes,Medium,Yes,63.9205,64.202,66.7,67.82666666666667,20.82710280373832,Average,0,C
98.63,6.32,63.85,55.27,54.2,7.08,15,65.94,PhD,Yes,Medium,Yes,73.5055,58.702,70.8,57.77333333333333,8.722677595628415,Excellent,0,B
100.0,5.15,72.14,88.59,61.9,7.15,6,35.17,Master,No,Low,No,52.792500000000004,82.01,71.5,74.21000000000001,11.730081300813007,Excellent,0,B
64.6,5.07,20.26,76.01,47.44,6.86,18,22.33,Bachelor,Yes,Low,Yes,55.192499999999995,53.71,68.60000000000001,47.903333333333336,3.337726523887974,Average,0,B
76.76,4.19,47.97,75.7,61.28,6.14,2,60.14,High School,Yes,Medium,Yes,44.900999999999996,64.608,61.4,61.65,9.242774566473987,Good,0,C
71.25,1.87,80.62,76.43,69.5,8.37,26,40.92,High School,Yes,Medium,No,74.1675,78.10600000000001,83.69999999999999,75.51666666666667,28.090592334494772,Good,0,C
71.7,5.32,50.53,60.53,33.43,5.57,9,52.28,Bachelor,Yes,Medium,Yes,51.665,56.53,55.7,48.163333333333334,7.995253164556962,Good,0,B
95.79,2.92,45.14,69.94,45.7,5.85,7,76.11,Master,Yes,Medium,Yes,63.054,60.019999999999996,58.5,53.593333333333334,11.51530612244898,Excellent,0,C
58.32,0.5,57.55,60.69,55.07,7.52,25,55.6,Bachelor,Yes,Medium,No,71.812,59.434,75.19999999999999,57.77,38.36666666666667,Average,0,D
85.0,3.64,93.96,57.18,64.18,6.64,7,52.84,Master,Yes,Medium,Yes,53.459999999999994,71.892,66.39999999999999,71.77333333333333,20.249999999999996,Good,0,B
88.92,1.41,80.32,75.32,53.46,8.08,7,49.49,High School,Yes,Low,No,53.9945,77.32,80.8,69.7,33.327800829875514,Excellent,0,C
75.87,2.41,71.33,35.43,39.39,7.74,29,53.61,Master,No,Low,No,83.457,49.79,77.4,48.71666666666666,20.917888563049853,Good,1,C
91.4,4.77,62.23,52.85,51.78,8.94,20,45.12,Master,Yes,Low,No,73.27,56.602000000000004,89.39999999999999,55.620000000000005,10.785095320623917,Excellent,0,B
80.21,3.28,77.63,75.8,90.03,7.42,11,80.01,High School,Yes,Medium,Yes,64.576,76.532,74.2,81.15333333333334,18.13785046728972,Good,0,B
96.26,3.43,78.49,51.53,43.45,4.92,38,67.69,Bachelor,Yes,Medium,No,107.6135,62.314,49.2,57.82333333333332,17.71783295711061,Excellent,1,C
55.17,5.6,53.57,82.27,37.4,6.7,27,52.45,Bachelor,Yes,Medium,No,72.922,70.78999999999999,67.0,57.74666666666667,8.116666666666667,Average,0,B
72.77,0.5,50.64,62.46,86.26,4.34,28,70.35,Bachelor,Yes,High,No,85.05699999999999,57.732,43.4,66.45333333333333,33.76,Good,1,C
76.92,5.52,60.62,74.55,62.28,8.04,17,60.91,Master,Yes,Medium,Yes,67.6495,68.978,80.39999999999999,65.81666666666666,9.297546012269938,Good,0,B
37.92,3.77,81.91,81.83,70.28,8.61,25,42.26,Master,Yes,Medium,No,61.337,81.862,86.1,78.00666666666667,17.171907756813418,Poor,0,B
61.71,3.38,80.78,54.69,25.61,7.14,3,45.7,Master,Yes,Medium,No,37.5235,65.126,71.39999999999999,53.69333333333333,18.442922374429223,Average,0,C
65.8,3.43,58.55,56.37,71.42,7.46,8,58.63,Master,Yes,High,No,49.6875,57.242,74.6,62.11333333333332,13.216704288939052,Average,0,C
92.22,4.65,51.8,41.14,52.49,8.97,15,56.55,Bachelor,Yes,High,Yes,68.9145,45.403999999999996,89.7,48.47666666666667,9.168141592920353,Excellent,0,B
67.4,5.35,80.0,61.59,62.68,5.13,31,43.8,Bachelor,Yes,Medium,Yes,81.03999999999999,68.95400000000001,51.3,68.09,12.598425196850394,Average,1,B
65.73,3.07,59.61,34.64,58.23,5.33,39,100.0,Master,Yes,Medium,No,106.5055,44.628,53.3,50.82666666666666,14.646191646191644,Average,1,C
90.26,3.26,83.67,37.76,74.01,7.56,42,94.98,Bachelor,Yes,Low,No,118.336,56.124,75.6,65.14666666666666,19.640845070422536,Excellent,1,B
53.73,4.6,65.62,63.15,100.0,6.92,3,47.42,High School,Yes,Low,No,35.1605,64.138,69.2,76.25666666666667,11.717857142857145,Average,0,B
46.93,0.5,75.15,55.44,43.25,7.35,2,100.0,Bachelor,Yes,Medium,No,44.4255,63.324,73.5,57.946666666666665,50.1,Poor,0,D
72.58,3.32,53.52,65.78,86.88,6.99,17,67.26,Bachelor,Yes,High,Yes,67.718,60.876,69.9,68.72666666666667,12.38888888888889,Good,0,C
56.28,4.4,91.75,55.01,75.92,7.26,3,78.93,High School,No,Medium,No,43.9305,69.706,72.6,74.22666666666667,16.99074074074074,Average,0,C
56.85,2.61,45.08,55.27,35.59,7.89,12,54.7,High School,Yes,Low,No,51.572500000000005,51.194,78.89999999999999,45.31333333333333,12.487534626038782,Average,0,C
86.6,2.06,77.16,87.19,39.75,5.19,4,30.74,Bachelor,Yes,Medium,No,43.995,83.178,51.900000000000006,68.03333333333333,25.215686274509803,Excellent,0,C
91.14,3.23,48.29,53.32,65.57,7.71,25,85.35,Master,Yes,High,No,90.73649999999999,51.308,77.1,55.72666666666667,11.416075650118202,Excellent,1,B
89.83,2.45,89.45,71.8,29.83,6.88,34,55.06,Master,Yes,Low,Yes,96.2055,78.86,68.8,63.69333333333333,25.92753623188406,Excellent,1,B
94.63,3.06,42.42,66.73,58.74,7.91,18,98.57,Master,Yes,Medium,No,84.763,57.006,79.1,55.96333333333334,10.448275862068964,Excellent,1,B
96.62,2.65,97.92,70.48,64.4,8.84,17,79.6,Master,Yes,Medium,Yes,79.217,81.45600000000002,88.4,77.60000000000001,26.827397260273973,Excellent,0,B
46.07,6.31,97.17,50.44,51.24,8.86,17,41.13,Master,Yes,High,No,51.907,69.132,88.6,66.28333333333335,13.292749658002737,Poor,0,B
84.76,1.45,80.96,70.38,63.6,9.55,11,62.37,Bachelor,Yes,High,No,61.7585,74.612,95.5,71.64666666666666,33.04489795918367,Good,0,C
70.06,5.0,79.23,78.19,59.63,9.13,19,51.4,High School,Yes,High,Yes,65.87100000000001,78.606,91.30000000000001,72.35000000000001,13.205,Good,0,B
66.79,2.44,77.7,26.79,60.08,7.8,10,42.73,Master,Yes,Medium,Yes,49.059,47.153999999999996,78.0,54.85666666666666,22.587209302325583,Average,0,C
86.41,4.09,54.12,54.79,72.86,8.05,40,51.99,Bachelor,Yes,Medium,Yes,103.241,54.52199999999999,80.5,60.589999999999996,10.632612966601178,Excellent,1,B
52.05,4.66,56.49,52.65,46.79,7.4,34,43.73,Bachelor,Yes,Medium,No,80.15,54.186,74.0,51.97666666666667,9.980565371024735,Average,1,C
51.73,6.25,73.58,48.63,61.37,5.04,5,94.0,Bachelor,Yes,Low,No,49.1055,58.61,50.4,61.193333333333335,10.148965517241379,Average,0,B
87.5,4.21,89.34,49.33,29.51,7.77,25,95.96,Bachelor,Yes,Medium,Yes,92.115,65.334,77.69999999999999,56.06,17.147792706333973,Excellent,1,B
85.32,2.79,78.14,89.74,34.7,4.0,24,70.36,Master,Yes,Medium,Yes,83.452,85.1,40.0,67.52666666666666,20.61741424802111,Excellent,1,C
80.05,3.62,34.54,68.19,55.1,7.33,9,55.65,High School,Yes,Low,No,55.43,54.73,73.3,52.60999999999999,7.476190476190476,Good,0,C
64.8,6.95,78.54,46.23,52.77,7.61,23,91.56,Bachelor,Yes,Medium,Yes,80.07,59.153999999999996,76.10000000000001,59.18000000000001,9.879245283018868,Average,1,A
89.16,3.79,55.94,72.76,78.68,6.74,16,23.48,Master,Yes,Medium,No,61.07599999999999,66.032,67.4,69.12666666666667,11.67849686847599,Excellent,0,B
88.2,1.15,77.88,87.89,47.32,7.83,21,44.53,Master,Yes,High,No,73.5025,83.886,78.3,71.02999999999999,36.223255813953486,Excellent,0,C
79.28,2.81,54.41,62.38,35.72,7.31,23,55.95,Bachelor,Yes,Medium,No,76.2355,59.19199999999999,73.1,50.836666666666666,14.280839895013122,Good,0,C
60.34,2.76,81.78,68.02,95.46,5.34,32,45.99,Bachelor,Yes,Medium,No,80.6165,73.524,53.4,81.75333333333333,21.75,Average,1,B
71.62,4.81,77.91,61.29,58.11,6.46,4,31.64,Master,No,Low,Yes,38.977000000000004,67.938,64.6,65.77,13.409638554216867,Good,0,C
90.57,1.3,63.54,66.21,60.34,5.37,41,65.86,Master,Yes,High,Yes,109.6645,65.142,53.7,63.36333333333334,27.626086956521743,Excellent,1,C
97.91,2.59,45.46,61.68,52.1,7.01,40,60.38,Bachelor,Yes,Medium,No,109.36349999999999,55.19199999999999,70.1,53.080000000000005,12.662952646239555,Excellent,1,C
73.1,3.88,87.57,71.69,88.71,8.5,35,67.83,High School,Yes,High,No,95.04249999999999,78.042,85.0,82.65666666666665,17.94467213114754,Good,1,A
74.25,3.0,68.79,59.52,81.21,5.22,23,58.22,Master,Yes,Low,Yes,75.04249999999999,63.22800000000001,52.199999999999996,69.83999999999999,17.1975,Good,0,C
75.57,3.66,62.94,76.74,71.45,9.18,2,61.51,Bachelor,Yes,Medium,No,44.827,71.22,91.8,70.37666666666667,13.506437768240342,Good,0,B
82.12,3.77,68.53,78.52,78.16,8.35,29,100.0,High School,Yes,High,Yes,97.242,74.524,83.5,75.07000000000001,14.366876310272538,Good,1,B
69.28,3.89,43.16,70.79,72.34,5.89,23,44.6,High School,Yes,Medium,Yes,69.898,59.738,58.9,62.09666666666667,8.826175869120652,Average,0,B
35.0,1.83,77.28,66.86,46.68,5.37,26,60.54,Bachelor,Yes,High,No,66.38499999999999,71.028,53.7,63.60666666666666,27.307420494699645,Poor,0,D
95.89,4.94,59.81,44.03,50.97,7.65,30,59.97,Bachelor,Yes,Low,Yes,93.554,50.342,76.5,51.60333333333333,10.06902356902357,Excellent,1,B
100.0,2.54,65.45,79.91,100.0,8.81,12,45.41,High School,No,High,No,64.35249999999999,74.126,88.10000000000001,81.78666666666668,18.48870056497175,Excellent,0,B
68.81,3.48,69.12,67.87,49.31,6.07,40,69.69,Bachelor,Yes,Medium,No,101.506,68.37,60.7,62.1,15.428571428571429,Average,1,B
62.0,1.32,34.26,65.9,81.96,9.49,21,43.26,High School,Yes,Medium,Yes,64.015,53.244,94.9,60.70666666666667,14.767241379310342,Average,0,C
75.94,3.57,28.93,86.69,45.49,6.53,23,37.52,Bachelor,Yes,Medium,No,70.459,63.586,65.3,53.70333333333334,6.330415754923413,Good,0,C
75.19,3.84,34.89,65.0,80.87,7.58,40,56.39,Bachelor,Yes,High,No,100.414,52.956,75.8,60.25333333333333,7.208677685950414,Good,1,B
92.93,3.57,51.11,96.58,32.9,5.26,40,73.86,Master,Yes,Medium,Yes,110.9905,78.392,52.599999999999994,60.196666666666665,11.183807439824944,Excellent,1,B
78.82,2.1,60.67,59.76,55.77,8.0,24,40.41,Bachelor,Yes,Low,No,73.6895,60.123999999999995,80.0,58.73333333333334,19.570967741935483,Good,0,C
66.11,5.53,35.12,59.39,32.15,8.3,23,88.99,Master,Yes,Medium,Yes,79.886,49.682,83.0,42.22,5.378254211332312,Average,0,B
58.22,4.55,40.44,83.82,65.95,10.0,10,39.03,High School,Yes,Low,Yes,45.1345,66.46799999999999,100.0,63.40333333333333,7.286486486486487,Average,0,B
90.98,3.25,66.83,69.5,56.63,7.26,19,33.73,Bachelor,Yes,Low,No,68.7755,68.43199999999999,72.6,64.32,15.724705882352941,Excellent,0,C
86.99,3.23,43.83,78.04,31.59,9.49,6,83.03,Bachelor,Yes,Medium,No,60.20399999999999,64.35600000000001,94.9,51.153333333333336,10.361702127659573,Excellent,0,C
93.91,2.17,52.84,61.48,64.29,7.14,17,78.94,Bachelor,Yes,Medium,Yes,78.1035,58.024,71.39999999999999,59.53666666666667,16.66876971608833,Excellent,0,C
63.48,2.38,85.8,58.1,26.89,5.46,29,44.47,Master,Yes,High,Yes,76.8355,69.18,54.6,56.93000000000001,25.384615384615383,Average,0,C
100.0,6.12,70.82,94.37,51.52,6.13,43,62.33,Bachelor,Yes,Low,No,115.0825,84.95,61.3,72.23666666666666,9.946629213483146,Excellent,1,A
51.84,2.86,35.81,62.17,48.7,7.14,19,53.75,High School,Yes,Low,No,60.0815,51.626000000000005,71.39999999999999,48.89333333333334,9.277202072538861,Average,0,C
88.64,8.48,66.91,72.58,44.64,8.28,33,55.81,High School,Yes,Medium,No,94.4765,70.312,82.8,61.376666666666665,7.05801687763713,Excellent,1,A
49.36,1.41,72.4,81.07,53.42,4.0,35,42.07,Bachelor,Yes,Medium,No,80.2935,77.602,40.0,68.96333333333332,30.04149377593361,Poor,1,C
66.15,4.16,81.51,53.77,58.48,7.19,40,89.42,Bachelor,Yes,High,Yes,105.5075,64.86600000000001,71.9,64.58666666666666,15.796511627906977,Average,1,A
100.0,3.91,76.02,72.12,77.46,6.47,26,70.26,Bachelor,No,Medium,Yes,91.565,73.68,64.7,75.19999999999999,15.482688391038696,Excellent,1,B
90.47,3.57,74.02,55.72,53.26,7.19,27,60.39,Master,Yes,High,No,87.262,63.03999999999999,71.9,61.0,16.196936542669583,Excellent,1,B
69.81,0.63,65.93,81.83,62.79,7.15,13,75.41,High School,Yes,Medium,Yes,62.786,75.47,71.5,70.18333333333332,40.447852760736204,Average,0,D
70.22,1.03,73.35,42.12,49.88,4.17,34,38.68,Bachelor,Yes,High,Yes,85.247,54.611999999999995,41.7,55.11666666666667,36.13300492610837,Good,1,D
79.51,3.85,81.51,100.0,100.0,8.14,28,44.13,Bachelor,No,Medium,No,80.861,92.60400000000001,81.4,93.83666666666666,16.80618556701031,Good,1,B
85.71,1.66,62.53,73.97,39.71,9.06,43,57.38,High School,Yes,Medium,No,108.8435,69.394,90.60000000000001,58.73666666666667,23.507518796992482,Excellent,1,B
96.77,5.68,51.66,76.1,71.64,5.0,43,42.25,Bachelor,Yes,Low,No,108.93199999999999,66.324,50.0,66.46666666666665,7.733532934131737,Excellent,1,A
71.16,3.1,62.42,53.79,31.81,5.3,6,93.43,Master,Yes,Medium,No,57.2635,57.242000000000004,53.0,49.34,15.224390243902441,Good,0,C
53.82,3.96,57.52,77.07,47.02,6.03,42,13.92,Bachelor,No,Low,No,85.31700000000001,69.25,60.300000000000004,60.53666666666667,11.596774193548388,Average,1,C
80.35,3.43,62.71,61.14,39.43,6.93,13,62.46,Bachelor,No,Medium,No,63.2375,61.768,69.3,54.42666666666667,14.155756207674944,Good,0,C
71.14,3.38,29.43,43.32,65.34,5.62,28,47.93,Bachelor,Yes,High,Yes,78.88149999999999,37.764,56.2,46.03,6.719178082191781,Good,0,C
58.49,6.24,83.83,80.5,64.1,5.47,27,74.61,High School,No,Low,Yes,79.624,81.832,54.699999999999996,76.14333333333333,11.578729281767956,Average,0,A
82.47,5.45,69.01,64.95,88.03,7.15,7,70.6,Bachelor,No,Medium,Yes,57.0145,66.574,71.5,73.99666666666667,10.699224806201551,Good,0,B
74.8,3.78,85.16,39.93,51.22,8.01,33,44.85,High School,Yes,Medium,No,86.8925,58.022,80.1,58.77,17.81589958158996,Good,1,B
82.6,4.71,47.2,100.0,51.85,9.13,39,68.65,High School,Yes,High,No,104.57249999999999,78.88,91.30000000000001,66.35,8.266199649737304,Good,1,A
64.58,5.61,73.88,49.23,81.39,7.03,41,55.26,Bachelor,Yes,Low,Yes,97.918,59.089999999999996,70.3,68.16666666666667,11.177004538577911,Average,1,A
85.3,2.42,61.36,68.71,53.65,8.13,41,62.85,Bachelor,Yes,High,Yes,107.0675,65.77,81.30000000000001,61.24,17.94152046783626,Excellent,1,B
58.24,0.7,67.11,62.86,56.61,6.41,10,60.13,PhD,No,Medium,No,50.4165,64.56,64.1,62.19333333333333,39.476470588235294,Average,0,D
65.58,4.5,75.98,49.97,67.41,7.17,3,79.96,Bachelor,Yes,High,Yes,47.443,60.374,71.7,64.45333333333333,13.814545454545454,Average,0,B
74.36,5.74,79.79,72.89,44.92,6.49,25,55.07,Bachelor,Yes,Low,No,77.2935,75.65,64.9,65.86666666666667,11.838278931750743,Good,0,A
100.0,0.5,55.8,42.02,100.0,8.13,21,87.68,High School,Yes,Low,Yes,88.42,47.532,81.30000000000001,65.94,37.199999999999996,Excellent,1,C
89.77,2.41,55.83,77.38,74.8,8.32,25,59.53,High School,Yes,Medium,No,83.80199999999999,68.75999999999999,83.2,69.33666666666666,16.372434017595307,Excellent,1,C
